20,Ever Taste Product - Pasyala,45854,INV-51772,,5,3958.4,19792
21,Ever Taste Product - Pasyala,45857,INV-52074,30,,3958.4,0
22,Ever Taste Product - Pasyala,45857,INV-52073,,3,3958.4,11875.2
23,Ever Taste Product - Pasyala,45861,INV-52358,50,,3958.4,0
24,Ever Taste Product - Pasyala,45861,INV-52359,,5,3958.4,19792
25,Ever Taste Product - Pasyala,45864,INV-52591,30,,3958.4,0
26,Ever Taste Product - Pasyala,45864,INV-52590,,3,3958.4,11875.2
27,Ever Taste Product - Pasyala,45868,INV-52812,50,,3958.4,0
28,Ever Taste Product - Pasyala,45868,INV-52819,,5,3958.4,19792
29,BGID Gunasekara (Ruhunu H/W),45854,INV-51700,30,,3958.4,0
30,BGID Gunasekara (Ruhunu H/W),45854,INV-51701,,3,3958.4,11875.2
31,BGID Gunasekara (Ruhunu H/W),45855,INV-51843,20,,3958.4,0
32,BGID Gunasekara (Ruhunu H/W),45855,INV-51845,,2,3958.4,7916.8
33,BGID Gunasekara (Ruhunu H/W),45861,INV-52329,30,,3958.4,0
34,BGID Gunasekara (Ruhunu H/W),45861,INV-52330,,3,3958.4,11875.2
35,BGID Gunasekara (Ruhunu H/W),45862,INV-52430,30,,3958.4,0
36,BGID Gunasekara (Ruhunu H/W),45862,INV-52431,,3,3958.4,11875.2
37,BGID Gunasekara (Ruhunu H/W),45867,INV-52716,40,,3958.4,0
38,BGID Gunasekara (Ruhunu H/W),45867,INV-52718,,4,3958.4,15833.6
39,Ceylon Steel Trading Company,45861,INV-52366,20,,3958.4,0
40,Ceylon Steel Trading Company,45861,INV-52367,,2,3958.4,7916.8
41,Ceylon Steel Trading Company,45869,INV-52851,20,,3958.4,0
42,Ceylon Steel Trading Company,45869,INV-52852,,2,3958.4,7916.8
1,Thilak Traders,45870,INV-52918,10,,3958.4,0
2,Thilak Traders,45870,INV-52920,,1,3958.4,3958.4
3,Thilak Traders,45873,INV-53034,40,,3958.4,0
4,Thilak Traders,45873,INV-53035,,4,3958.4,15833.6
5,Thilak Traders,45874,INV-53149,20,,3958.4,0
6,Thilak Traders,45874,INV-53150,,2,3958.4,7916.8
7,Thilak Traders,45875,INV-53404,10,,3958.4,0
8,Thilak Traders,45875,INV-53406,,1,3958.4,3958.4
9,Thilak Traders,45878,INV-53685,20,,3958.4,0
10,Thilak Traders,45878,INV-53686,,2,3958.4,7916.8
11,Thilak Traders,45880,INV-53836,20,,3958.4,0
12,Thilak Traders,45880,INV-53838,,2,3958.4,7916.8
13,Thilak Traders,45881,INV-53978,10,,3958.4,0
14,Thilak Traders,45881,INV-53980,,1,3958.4,3958.4
15,Thilak Traders,45883,INV-54304,20,,3958.4,0
16,Thilak Traders,45883,INV-54305,,2,3958.4,7916.8
17,Thilak Traders,45884,INV-54494,10,,3958.4,0
18,Thilak Traders,45884,INV-54495,,1,3958.4,3958.4
19,Ever Taste Product - Pasyala,45873,INV-53040,70,,3958.4,0
20,Ever Taste Product - Pasyala,45873,INV-53041,,7,3958.4,27708.8
21,Ever Taste Product - Pasyala,45876,INV-53550,50,,3958.4,0
22,Ever Taste Product - Pasyala,45876,INV-53551,,5,3958.4,19792
23,Ever Taste Product - Pasyala,45878,INV-53769,50,,3958.4,0
24,Ever Taste Product - Pasyala,45878,INV-53771,,4,3958.4,15833.6
25,Ever Taste Product - Pasyala,45878,INV-53779,,1,3958.4,3958.4
26,Ever Taste Product - Pasyala,45880,INV-53919,20,,3958.4,0
27,Ever Taste Product - Pasyala,45880,INV-53921,,2,3958.4,7916.8
28,Ever Taste Product - Pasyala,45882,INV-54214,30,,3958.4,0
29,Ever Taste Product - Pasyala,45882,INV-54219,,3,3958.4,11875.2
30,BGID Gunasekara (Ruhunu H/W),45870,INV-52937,30,,3958.4,0
31,BGID Gunasekara (Ruhunu H/W),45870,INV-52940,,3,3958.4,11875.2
32,BGID Gunasekara (Ruhunu H/W),45874,INV-53186,30,,3958.4,0
33,BGID Gunasekara (Ruhunu H/W),45874,INV-53188,,3,3958.4,11875.2
34,BGID Gunasekara (Ruhunu H/W),45876,INV-53506,30,,3958.4,0
35,BGID Gunasekara (Ruhunu H/W),45876,INV-53509,,3,3958.4,11875.2
36,BGID Gunasekara (Ruhunu H/W),45878,INV-53730,30,,3958.4,0
37,BGID Gunasekara (Ruhunu H/W),45878,INV-53732,,3,3958.4,11875.2
38,BGID Gunasekara (Ruhunu H/W),45882,INV-54144,30,,3958.4,0
39,BGID Gunasekara (Ruhunu H/W),45882,INV-54147,,3,3958.4,11875.2
1,Thilak Traders,45887,INV-54598,30,,3958.4,0
2,Thilak Traders,45887,INV-54600,,3,3958.4,11875.2
3,Thilak Traders,45888,INV-54683,10,,3958.4,0
4,Thilak Traders,45888,INV-54684,,1,3958.4,3958.4
5,Thilak Traders,45890,INV-54862,20,,3958.4,0
6,Thilak Traders,45890,INV-54865,,2,3958.4,7916.8
7,Thilak Traders,45891,INV-55026,10,,3958.4,0
8,Thilak Traders,45891,INV-55028,,1,3958.4,3958.4
9,Thilak Traders,45894,INV-55264,30,,3958.4,0
10,Thilak Traders,45894,INV-55265,,3,3958.4,11875.2
11,Thilak Traders,45895,INV-55473,20,,3958.4,0
12,Thilak Traders,45895,INV-55474,,2,3958.4,7916.8
13,Thilak Traders,45897,INV-55747,20,,3958.4,0
14,Thilak Traders,45897,INV-55748,,2,3958.4,7916.8
15,Thilak Traders,45898,INV-55866,10,,3958.4,0
16,Thilak Traders,45898,INV-55867,,1,3958.4,3958.4
17,Ever Taste Product - Pasyala,45888,INV-54658,60,,3958.4,0
18,Ever Taste Product - Pasyala,45888,INV-54657,,6,3958.4,23750.4
19,Ever Taste Product - Pasyala,45889,INV-54747,30,,3958.4,0
20,Ever Taste Product - Pasyala,45889,INV-54746,,3,3958.4,11875.2
21,Ever Taste Product - Pasyala,45892,INV-55086,40,,3958.4,0
22,Ever Taste Product - Pasyala,45892,INV-55085,,4,3958.4,15833.6
23,Ever Taste Product - Pasyala,45894,INV-55349,50,,3958.4,0
24,Ever Taste Product - Pasyala,45894,INV-55347,,5,3958.4,19792
25,Ever Taste Product - Pasyala,45896,INV-55614,30,,3958.4,0
26,Ever Taste Product - Pasyala,45896,INV-55616,,3,3958.4,11875.2
27,Ever Taste Product - Pasyala,45899,INV-56006,20,,3958.4,0
28,Ever Taste Product - Pasyala,45899,INV-56003,,2,3958.4,7916.8
29,BGID Gunasekara (Ruhunu H/W),45887,INV-54608,30,,3958.4,0
30,BGID Gunasekara (Ruhunu H/W),45887,INV-54612,,3,3958.4,11875.2
31,BGID Gunasekara (Ruhunu H/W),45889,INV-54734,20,,3958.4,0
32,BGID Gunasekara (Ruhunu H/W),45889,INV-54733,,2,3958.4,7916.8
33,BGID Gunasekara (Ruhunu H/W),45892,INV-55162,30,,3958.4,0
34,BGID Gunasekara (Ruhunu H/W),45892,INV-55165,,3,3958.4,11875.2
35,BGID Gunasekara (Ruhunu H/W),45896,INV-55542,40,,3958.4,0
36,BGID Gunasekara (Ruhunu H/W),45896,INV-55549,,4,3958.4,15833.6
1,Thilak Traders,45901,INV-56117,30,,3958.4,0
2,Thilak Traders,45901,INV-56120,,3,3958.4,11875.2
3,Thilak Traders,45902,INV-56334,30,,3958.4,0
4,Thilak Traders,45902,INV-56335,,3,3958.4,11875.2
5,Thilak Traders,45904,INV-56619,20,,3958.4,0
6,Thilak Traders,45904,INV-56620,,2,3958.4,7916.8
7,Thilak Traders,45908,INV-56858,20,,3958.4,0
8,Thilak Traders,45908,INV-56859,,2,3958.4,7916.8
9,Thilak Traders,45909,INV-57099,10,,3958.4,0
10,Thilak Traders,45909,INV-57100,,1,3958.4,3958.4
11,Thilak Traders,45911,INV-57313,20,,3958.4,0
12,Thilak Traders,45911,INV-57315,,2,3958.4,7916.8
13,Thilak Traders,45912,INV-57526,10,,3958.4,0
14,Thilak Traders,45912,INV-57528,,1,3958.4,3958.4
15,Thilak Traders,45915,INV-57680,20,,3958.4,0
16,Thilak Traders,45915,INV-57681,,2,3958.4,7916.8
17,Ever Taste Product - Pasyala,45903,INV-56417,50,,3958.4,0
18,Ever Taste Product - Pasyala,45903,INV-56419,,5,3958.4,19792
19,Ever Taste Product - Pasyala,45906,INV-56780,50,,3958.4,0
20,Ever Taste Product - Pasyala,45906,INV-56781,,5,3958.4,19792
21,Ever Taste Product - Pasyala,45908,INV-56917,30,,3958.4,0
22,Ever Taste Product - Pasyala,45908,INV-56922,,3,3958.4,11875.2
23,Ever Taste Product - Pasyala,45910,INV-57255,30,,3958.4,0
24,Ever Taste Product - Pasyala,45910,INV-57257,,3,3958.4,11875.2
25,Ever Taste Product - Pasyala,45913,INV-57632,50,,3958.4,0
26,Ever Taste Product - Pasyala,45913,INV-57633,,5,3958.4,19792
27,BGID Gunasekara (Ruhunu H/W),45901,INV-56141,40,,3958.4,0
28,BGID Gunasekara (Ruhunu H/W),45901,INV-56145,,4,3958.4,15833.6
29,BGID Gunasekara (Ruhunu H/W),45904,INV-56611,30,,3958.4,0
30,BGID Gunasekara (Ruhunu H/W),45904,INV-56613,,3,3958.4,11875.2
31,BGID Gunasekara (Ruhunu H/W),45908,INV-56948,30,,3958.4,0
32,BGID Gunasekara (Ruhunu H/W),45908,INV-56950,,3,3958.4,11875.2
33,BGID Gunasekara (Ruhunu H/W),45910,INV-57180,30,,3958.4,0
34,BGID Gunasekara (Ruhunu H/W),45910,INV-57183,,3,3958.4,11875.2
35,BGID Gunasekara (Ruhunu H/W),45913,INV-57567,30,,3958.4,0
36,BGID Gunasekara (Ruhunu H/W),45913,INV-57572,,3,3958.4,11875.2
1,Thilak Traders,45916,INV-57904,10,,3958.4,0
2,Thilak Traders,45916,INV-57906,,1,3958.4,3958.4
3,Thilak Traders,45918,INV-58074,20,,3958.4,0
4,Thilak Traders,45918,INV-58075,,2,3958.4,7916.8
5,Thilak Traders,45919,INV-58265,10,,3958.4,0
6,Thilak Traders,45919,INV-58266,,1,3958.4,3958.4
7,Thilak Traders,45922,INV-58469,20,,3958.4,0
8,Thilak Traders,45922,INV-58471,,2,3958.4,7916.8
9,Thilak Traders,45923,INV-58624,10,,3958.4,0
10,Thilak Traders,45923,INV-58626,,1,3958.4,3958.4
11,Thilak Traders,45925,INV-58910,20,,3958.4,0
12,Thilak Traders,45925,INV-58911,,2,3958.4,7916.8
13,Thilak Traders,45926,INV-59124,10,,3958.4,0
14,Thilak Traders,45926,INV-59125,,1,3958.4,3958.4
15,Thilak Traders,45929,INV-59266,30,,3958.4,0
16,Thilak Traders,45929,INV-59267,,3,3958.4,11875.2
17,Ever Taste Product - Pasyala,45917,INV-58019,40,,3958.4,0
18,Ever Taste Product - Pasyala,45917,INV-58021,,4,3958.4,15833.6
19,Ever Taste Product - Pasyala,45920,INV-59398,50,,3958.4,0
20,Ever Taste Product - Pasyala,45920,INV-59399,,5,3958.4,19792
21,Ever Taste Product - Pasyala,45924,INV-58848,40,,3958.4,0
22,Ever Taste Product - Pasyala,45924,INV-58851,,4,3958.4,15833.6
23,Ever Taste Product - Pasyala,45929,INV-59323,50,,3958.4,0
24,Ever Taste Product - Pasyala,45929,INV-59325,,5,3958.4,19792
25,BGID Gunasekara (Ruhunu H/W),45917,INV-57950,30,,3958.4,0
26,BGID Gunasekara (Ruhunu H/W),45917,INV-57951,,3,3958.4,11875.2
27,BGID Gunasekara (Ruhunu H/W),45920,INV-58373,30,,3958.4,0
28,BGID Gunasekara (Ruhunu H/W),45920,INV-58375,,3,3958.4,11875.2
29,BGID Gunasekara (Ruhunu H/W),45923,INV-58738,30,,3958.4,0
30,BGID Gunasekara (Ruhunu H/W),45923,INV-58739,,3,3958.4,11875.2
31,BGID Gunasekara (Ruhunu H/W),45927,INV-59231,20,,3958.4,0
32,BGID Gunasekara (Ruhunu H/W),45927,INV-59234,,2,3958.4,7916.8
33,BGID Gunasekara (Ruhunu H/W),45930,INV-59525,30,,3958.4,0
34,BGID Gunasekara (Ruhunu H/W),45930,INV-59526,,3,3958.4,11875.2
1,Thilak Traders,45932,INV-59760,30,,3958.4,0
2,Thilak Traders,45932,INV-59761,,3,3958.4,11875.2
3,Thilak Traders,45937,INV-60199,40,,3958.4,0
4,Thilak Traders,45937,INV-60200,,4,3958.4,15833.6
5,Thilak Traders,45939,INV-60525,20,,3958.4,0
6,Thilak Traders,45939,INV-60527,,2,3958.4,7916.8
7,Thilak Traders,45940,INV-60618,10,,3958.4,0
8,Thilak Traders,45940,INV-60620,,1,3958.4,3958.4
9,Thilak Traders,45943,INV-60877,30,,3958.4,0
10,Thilak Traders,45943,INV-60879,,3,3958.4,11875.2
11,Thilak Traders,45944,INV-61092,10,,3958.4,0
12,Thilak Traders,45944,INV-61093,,1,3958.4,3958.4
13,Ever Taste Product - Pasyala,45932,INV-59733,50,,3958.4,0
14,Ever Taste Product - Pasyala,45932,INV-59734,,5,3958.4,19792
15,Ever Taste Product - Pasyala,45934,INV-59987,20,,3958.4,0
16,Ever Taste Product - Pasyala,45934,INV-59989,,2,3958.4,7916.8
17,Ever Taste Product - Pasyala,45938,INV-60258,50,,3958.4,0
18,Ever Taste Product - Pasyala,45938,INV-60263,,5,3958.4,19792
19,Ever Taste Product - Pasyala,45941,INV-60833,40,,3958.4,0
20,Ever Taste Product - Pasyala,45941,INV-60832,,4,3958.4,15833.6
21,Ever Taste Product - Pasyala,45945,INV-61251,40,,3958.4,0
22,Ever Taste Product - Pasyala,45945,INV-61249,,4,3958.4,15833.6
23,BGID Gunasekara (Ruhunu H/W),45934,INV-60011,20,,3958.4,0
24,BGID Gunasekara (Ruhunu H/W),45934,INV-60012,,2,3958.4,7916.8
25,BGID Gunasekara (Ruhunu H/W),45937,INV-60148,30,,3958.4,0
26,BGID Gunasekara (Ruhunu H/W),45937,INV-60149,,3,3958.4,11875.2
27,BGID Gunasekara (Ruhunu H/W),45941,INV-60770,30,,3958.4,0
28,BGID Gunasekara (Ruhunu H/W),45941,INV-60764,,3,3958.4,11875.2
29,BGID Gunasekara (Ruhunu H/W),45943,INV-60897,40,,3958.4,0
30,BGID Gunasekara (Ruhunu H/W),45943,INV-60898,,4,3958.4,15833.6
1,Thilak Traders,45947,INV-61467,30,,3958.4,0
2,Thilak Traders,45947,INV-61468,,3,3958.4,11875.2
3,Thilak Traders,45950,INV-61692,20,,3958.4,0
4,Thilak Traders,45950,INV-61693,,2,3958.4,7916.8
5,Thilak Traders,45951,INV-61869,10,,3958.4,0
